text,label
Which school was in Toronto in 2001-02?,0
What are them two (the two) when you and I is ngœbalngu?,1
What if the description of a CH-47D Chinook?,1
What is the format for South Australia?,1
Which player attended college at Laval?,1
What is the Singles W-L for the players named  Laurynas Grigelis?,0
What is the name of the linebacker at Illinois college?,0
"Which politican party has a birthday of November 10, 1880",0
Who is the villain in episode #7?,0
When did the Metrostars have their first Rookie of the Year winner?,0
"Who are the writers for the episode ""solo""?",0
Who is the main antagonist in episode #7?,1
What number of completions are recorded for the year with 12 games started?,0
What is the name of the linebacker at Illinois university?,1
"Which conference is held in Jackson, Mississippi?",1
The nhl team new york islanders is what nationality?,0
What was the total number of Class AAA during the same year that Class AAA was White Oak?,1
What is the total number of lyricist where the lyrics theme is romance and the song lasts 3:50?,0
Which nominations was the film 27 Stolen Kisses nominated for?,0
what's the land area with seat of rcm being granby,1
Who had the challenge of night driving?,0
How many poles had an average finish of 19.1?,0
What is the minimum introduced value for the departmental region?,1
what nationality is the player who played from 1997-98,1
how many races were in 2009 with 0 wins?,1
What is the league app for the 1923-24 season?,1
In which part of the defense does the defensive back position usually appear first?,1
What is the count of bids with elite eight greater than 1.0,1
Who was the actor nominated for an award in the film Anastasiya Slutskaya?,1
Which network has Marty Reid as host and lap-by-lap broadcaster?,0
What was the 1981 census of Livorno?,1
"Which organizations were founded in 1972, but became WOSM members until 1977?",0
who's the premier with in 1970,0
what's the salmonella with escherichia being sep b (escn),1
When was the episode written by Jim Morris aired?,1
what's the average where high score is 120,1
"How many scores did Goodman give to ""samba / young hearts run free"", which was in second place?",1
What is the country (exonym) where the official or native language(s) (alphabet/script) is Icelandic?,1
 what's the position where player is anthony blaylock,0
What's the 2001 census of the region of Abruzzo where the 1871 census is bigger than 51092.0?,0
Who are the villains in the episodes where Megan serves as the storyteller and Lorette LeBlanc is the director?,1
What is the name of the vacator for District Louisiana 1st?,1
what was the minimum population Canada 2011 census with seat of RCM being Cowansville,1
"How many have the title ""the tale of the room for rent""",0
What is the date of vacancy when the date of appointment is 28 november 2007 and replaced by is alex mcleish?,0
what is the powertrain (engine/transmission) when the order year is 2000?,0
what's the total number of singles w-l with doubles w-l of 0–0 and total w-l of 3–1,1
The NHL team player San Jose Sharks is a national team from the United States.,1
"What was the ranking of the season finale aired on May 8, 2006? ",0
Which teams do the players from TPS (Finland) play for?,1
What's the report for the True Value 500?,0
How many votes did Southern England cast whilst Northern Ireland cast 3?,0
Who played Peter Pan in the 1990 Broadway?,0
How many County Kerry have 53% Irish speakers?,0
What college did Bill Cappleman go to?,0
What is Friesland's gdp per capita?,0
what is the name of the report that lists the race name as long beach grand prix?,0
what's the minimum attendance with score  10.16 (76) – 9.22 (76),0
What is the maximum memory for the model discontinued in November 2001?,0
"What episodes are there where the season premiere is on September 23, 2009?",1
How many States have an Indian population of 30947?,0
What is the year of the season that was 12th?,1
"Does Venezuela accept only boys, only girls, or both?",1
"What was the original air date for the title ""felonious monk""?",1
What is the population estimate for the place that has a 18496€ million euro GDP?,1
How high is the chance that player 1 wins if player 2 has an 88.29% chance of winning with the choice of R RB?,0
"If the first player selects RB B, what are the second player's options?",1
What was the damage (USD) from the cyclones that measured 1003hPa (29.62inHg) pressure?,1
"How many seasons is the season finale on May 26, 2010?",0
Who was Class AAAAA during the school year of 1995-96?,1
Who starred in the 1990 Broadway production after Tom Halloran played the character in the 1955 Broadcast?,1
"What is the Mens Nickname for the member location of Jacksonville, florida?",0
How many players were part of the school or club team La Salle?,1
What's the highest season number of an episode in the series?,0
What type institution is point park university,0
"What is the UN operation title with the UN operation name, UNCOK?",1
In which period did Dell Curry play for Toronto?,1
What is the podium for 144 points?,1
What is the largest # for an episode that was written by Allison Lea Bingeman?,0
Which player was active from 1998 to 2001,1
What is the slovenian name for the village that in german is known as st.margarethen?,0
What is the score with partner Jim Pugh?,0
What team is Keith Mccambridge on?,0
"How many weeks are there that include the date October 11, 1969.",0
What is the highest value of Total Goals?,0
What were the other features of the functional type of light ball?,1
What is the main instrument of the song that lasts 4:32?,1
Which player went to college at Laval?,0
What is Rice's college score?,1
Which films are associated with the movie Totalitarian Romance?,1
Where can you find Colorado and Southern Railway #9?,0
What was the fastest lap of the Datsun Twin 200?,1
Which team's selection was traded to the Cleveland Browns?,1
what's the doubles w-l for player seol jae-min (none),1
What is the podium for 144 points?,0
what position did the player from connecticut play,1
How many season premiers have a rank of #21?,0
point park university is what type of institution,0
Which player went to Emporia State?,0
"what was the score of the British Formula Three called ""Fortec Motorsport""?",1
In what year was Kamba active?,1
What is the Irish name listed with 62% Irish speakers?,1
Where is the college where Keith Hartwig plays?,0
what are the points with driver rusty wallace,1
What is the total for 10th position?,0
Did any team score games that added up to 860.5?,1
Who was Class AAA during the same year that Class AAAAA was Brownsville Pace?,0
How many matches where played with Jim Pugh?,0
"What is the UN operation title with the UN operation name, Uncok?",0
What was the fastest lap in the Datsun Twin 200 race?,1
"What are the seasons where September 26, 2007 is the season premier?",0
"Does Venezuela admit only boys, only girls, or both?",0
What circuit was the race where Hideki Mutoh had the fastest lap?,0
What max processor has a maximum memory of 256 gb?,0
What is the name of the actress that was nominated for best actress in a leading role in the film Chopin: Desire for love?,0
" what's the league where regular season is 2nd, northwest",0
What is the score of the match with partner Jim Pugh?,0
What is the earliest pick listed in the table.,0
What is the literacy rate for groups that increased by 103.1% between 1991 and 2001?,1
how many times is the fuel propulsion is cng?,0
What is the album name that has the track title Sweetness 甜甜的 (tián tián de)?,1
Who is the director and what number is the episode for episode #1 of Are You Afraid of the Dark season 3?,0
Which player went to Emporia State?,1
What was the team where series is formula renault 2.0 nec?,0
What is Shayne Wright's nationality?,1
What is the title of the episode directed by Peter Markle and written by Jerry Stahl?,0
What is the number of smallpox when typhoid fever is 293,1
What is the number of results for the 0-4 record?,1
"How many matched scored 3–6, 7–6(5), 6–3?",0
What is the 1991 census of the city of Carpi?,1
Who directed Dulcinea?,0
"What score did Dixon give to the song ""samba / young hearts run free"", which was in second place?",1
what is the minimum attendance with score 8.16 (64) – 8.12 (60),0
NHL players are all center in the Florida Panthers.,1
What is the men's nickname at the school that has the lady wildcats women's nickname?,0
What positions were based in Toronto in 2004?,1
What is them two (the two) when you and i is ngœbalngu?,0
What is the the Chinese population for the state that has a Filipino population of 1474707?,0
What is the date of the first airing of the episode with series number 63?,1
Name the background colour for the Australian Capital Territory,0
"Which political party was born on November 10, 1880",1
In which reports does Michael Andretti have the pole position and Galles-Kraco Racing is the winning team?,0
How many of the schools are classified as private/Presbyterian?,1
what is the score for the dams?,0
Name the member that has 12 chapters,0
"what is the episode # for title ""the yindianapolis 500 / personality problem""",0
What are the chances that player 2 wins if player 1's choice is BB R?,1
What is the minimum number of season episodes?,1
What is the highest round of overall 83?,1
When was the train 2053 built?,0
"What is the Chinese population for the state that has a Filipino population of 1,474,707?",1
what's the shigella with yersinia being yscp,0
What was the print resolution (FPI) for December 2002?,1
HOW MANY TEMPERATURE INTERVALS ARE POSSIBLE TO USE WITH ACRYL? ,0
What position did the player from Baylor play?,0
Which nominations are connected to the film Totalitarian Romance?,0
What is the  guardian mātṛkā for the guardian whose consort is Svāhā?,0
Who played in the Toronto Raptors from 1995-96?,0
What is the minimum amount for wool for 2001-02?,0
Name the round of 32 in conference usa,0
Who played in the 1991 Broadway before Barbara McCulloh played the part in the 1999 Broadway?,0
What's the latest episode in a season where the U.S. viewers totaled 14.37 million?,0
Which school did Herb Williams go to?,0
What is the number in the season that Marlene Meyer wrote and 20.49 million people watched?,1
what percentage of Slovenses did the village called Čahorče in Slovenian have in 1991?,1
What was the original title count of Marriage Italian-Style?,1
How many have Mrs. Briar as a villain,1
What's the pick number of the player from Toronto Argonauts?,0
"What DVD season/name for region 2 was released on August 22, 2010?",1
"Who directed the episode ""Escape""?",0
The record of 9-4 was against which team?,1
What is Friesland's GDP per capita?,1
What is the current series where the new series began in June 2011?,0
What number is the player that played 1998-2001,0
What school did the player who has been in Toronto from 2010-2012 go to?,1
What is the format for South Australia?,0
How many songs received a 10 from Goodman and were rated by Tonioli?,0
How many votes did Wales cast when Northern England cast 6?,1
Which team finished six races?,1
What is the pick number for the position de?,1
How many villains were in number 25?,1
Which college did Bill Cappleman attend?,1
Name the sepal length when sepal width is 2.9 and petal width 1.3,1
What is the lowest sex ratio found in rural regions?,1
what is the maximum division,1
When did the Metrostars have their first Rookie of the Year winner?,1
"In 2012, what was the average finish?",1
"What score did Goodman give to all songs with safe results, which received a 7 from Horwood and have a total score of 31?",0
What was the score of the game when the team achieved a record of 6-9?,1
Which week is the last one to be played at the memorial stadium?,1
Which network features Marty Reid as its host and lap-by-lap broadcaster?,1
What is the year the institution Tougaloo College joined?,0
What is the probability where the second player wins where their choice is R RB and the first player has a 5.18% chance of winning?,0
What is the term when the crystal structure is tetragonal and the formula is Bi₂Sr₂CaCu₂O₈,1
What teams did the player vadim sharifijanov play for?,0
 what's the player where inns is 21,0
What was the actor's name for best debut?,1
What is the year of construction of Spitallamm?,1
Which actor from Serbia was nominated for best actor in a supporting role?,0
What year was the championship in Wimbledon (2)?,0
who is the premier in 1970,1
What was the number of rounds in the Bosch Spark Plug Grand Prix?,1
Who directed El Nido?,0
What is the season year where the rank is 39?,0
"what is the minimum production code with title ""foreign exchange problem / turn about""",0
"Does the Scout Association of Hong Kong admit boys, girls, or both?",0
Who are the villains in the episodes where Megan is the storyteller and Lorette LeBlanc is the director?,0
What date did the DVD for season six come out in region 2?,0
What kind of institution is Point Park University,1
"How many episodes were titled ""identity crisis""?",0
Which member has 12 chapters,1
What was Johnny Rutherford's fastest lap when Al Unser was the pole position?,1
"Name the women's nickname when the enrollment is 1500 in mobile, Alabama.",0
What was the lowest number of votes that Scotland cast?,1
"What DVD season/name for region 2 was released August 22, 2010?",0
Which player is from Georgia?,1
what are all the regular season where year is 2011,0
Which CFL Teams drafted an OL in 2006?,0
How many years had 348 attempts?,1
what is the report called where the circuit took place at the nazareth speedway?,1
What are the playoffs for the USL Pro Select League?,1
How many records are there at the War Memorial Stadium?,1
What is the score of the match against the opponents Gretchen Magers and Kelly Jones?,1
How many pre-race analysis are conducted when Allen Bestwick does the lap-by-lap?,1
What is the smallest introduced value?,1
What is the pick number of the player from New Mexico?,1
what is the maximum division,0
How many titles have the number 11,0
What is the best option?,1
what is the least number of poles?,0
What was the damage (usd) from the cyclones that measured 1003hPa (29.62inHg) pressure?,0
"how much did the british formula three called ""fortec motorsport"" score?",0
Where is milepost 12.8?,0
"How many episodes aired in Region 2 starting May 26, 2008?",1
"Which representative has a birthday of January 31, 1866?",0
What is the season finale for season 4?,0
What player went to Ohio State College?,0
What is the literacy rate for groups that grew 103.1% between 1991 and 2001?,0
What is the title of the episode directed by Peter Markle and written by Jerry Stahl?,1
What is the total number of lyricists where the lyrics theme is romance and the song duration is 3 minutes and 50 seconds?,1
All players are position mark polak.,0
What is them two (the two) when we two is ngalbelpa?,0
"For the headstamp id of h2, what was the color of the bullet tip?",0
What year is the season with the 10.73 million views?,0
"How many episodes were in the season that had the epiosde of ""crow's feet""?",0
What years was the player Lonny Baxter in Toronto?,0
"How many opponents were played on Saturday, June 9?",0
"How many of the schools listed are located in Ames, IA?",1
What is the pick number of the player whose position is CB?,1
What years did art grand prix compete?,0
Which NHL team has player Mike Loach?,0
Who directed the episode where U.S. viewers (million) is 12.90?,1
How many wheels does the train owned by Texas and New Orleans Railroad number 319 have?,1
what's the shigella with yersinia being yscp,1
Who was the name of the quarterback that was drafted?,1
Who wrote the first episode of season 7?,1
"What was the film ""Falling Up"" nominated for?",1
How many games had a score value of 813.5 in post-season play?,0
How many titles were there for the 113th episode?,1
Which school was located in Toronto during the 2001-02 period?,1
What Position did the Hamilton Tiger-Cats (via Ottawa) pick in the 2006 Draft.,0
How many weeks are there?,0
"The season premiere aired on September 11, 2000 on how many networks?",1
Name the sepal length for sepal width of 2.8 and petal length of 5.1,0
What was the actors name for fuchzhou and nomination was best non-professional actor?,0
What was the name of the quarterback drafted?,0
In which country (endonym) is Irish English the official or native language(s) (alphabet/script)?,0
 what's the nfl team where player is clifford charlton,0
Where is Vsevolod Shilovskiy from?,1
What is the capital (endonym) where Douglas is the Capital (exonym)?,0
Which NHL team has Peter Strom?,1
Which school did Herb Williams attend?,1
What is the minimum amount of wool for 2001-02?,1
What college did the Rookie of the Year from the Columbus Crew attend?,0
Who wrote Episode #3?,0
What are the Slovenian names of the villages that had 16.7% of Slovenes in 1991?,1
"What year was the BBC two total viewing 7,530,000?",0
what's the function / genus of shigella being spa32,1
Which college is aligned to the Saskatchewan Roughriders?,0
How many points did the scoring leaders get in games on December 20?,1
Where is the college that Keith Hartwig plays?,1
How many titles were there for the 113 episode?,0
What position did the Hamilton Tiger-Cats (via Ottawa) pick in the 2006 Draft.,1
Srdjan Dragojevic worked on a film that received what nomination?,1
What is the count of titles that include the number 11,1
"How many writers had an US air date of september 25, 1993?",0
what's the operational period with camp  sajmište,0
What is the highest number in the season?,1
what's the doubles w-l with years played value of 1 (1968),1
who are all the previous runners-up for the premier in richmond,1
What is the name of the actress that was nominated for best actress in a leading role in the film Chopin: Desire for love?,0
In which years did the Art Grand Prix compete?,1
what school is rudy gay from,0
what is the typhoid fever number for the year 1929,0
What are the notes for South Australia?,1
What is the number for t c (k) when the notation is tl-2212?,0
how many times is the model ge40lfr?,1
What's the report on Penske Racing winning while the pole position was Al Unser?,0
What is the Slovenian name for the village that in German is known as St. Margarethen?,1
how many have the number 8,0
What is the record when round of 32 is 0 and metro atlantic conference?,0
What's the report on Penske Racing winning while the pole position was Al Unser?,1
How many characters is by Babs Rubenstein?,1
"Does the Ghana Scout Association (founded in 1912) admit boys, girls, or both?",0
Who is the director of the episode whom Scott Peters is the writer?,0
What is the minimum number of candidates running were there when 80 seats were won?,1
"What is the women's nickname when the enrollment is 1500 in mobile, Alabama?",1
"What is the nationality of the NHL team, the New York Islanders?",1
what's the ↓ function / genus → with shigella being spa32,0
What is the canton of grande dixence?,0
Which round was Tommy Kramer playing in?,1
"what is the episode number for the title ""the yindianapolis 500 / personality problem""",1
what's the salmonella with escherichia being espd,1
What was the college for the player with the cfl team of Edmonton Eskimos (via calgary)?,0
Name the species when petal width is 2.0 and petal length is 4.9,0
how many times is the fuel propulsion using cng?,1
what's the salmonella with escherichia being espd,0
How many results are there for the 0-4 record?,0
In what week was the first game played at the Commerzbank-Arena?,0
How many villages had 21.7% of slovenes in 1991?,0
Who took test number 4?,1
In which round was Bill Hill drafted?,1
Who provides the lap-by-lap commentary in 2011?,1
What is the total number of votes if Scotland cast 35?,0
What is the name of the vacator for district Louisiana 1st?,0
"On december 16, 1985, all the records were what?",0
What are all the typhus numbers when smallpox is 4,1
What was the original air date of the episode number in season 9?,1
What round was Steve Stonebreaker drafted?,0
Who faced the challenge of night driving?,1
How many number does Fordham school have?,0
How many nationalities are the pick 193?,0
What is the powertrain (engine/transmission) when the order year is 2000?,1
What's Dell Curry nationality?,0
what's the total number of position with driver  robby gordon,0
How many matches were played with Jim Pugh?,1
Did any team score games that totaled up to 860.5?,0
What is who-two when you two is ngipelngu?,0
what is the typhoid fever number for the year 1934,0
What are them two (the two) when we two is ngalbelpa?,1
Who played in the 1990 Broadway after Tom Halloran played the character in the 1955 Broadcast?,0
What is the position for the player with cfl team Winnipeg blue bombers?,0
Whatis the number of total goals maximum?,0
"What is the title of the episode written by denis leary, peter tolan and evan reilly?",0
"what's the camp with estimated deaths of 600,000",0
Which rounds were held on August 9?,0
What is the pick number of the player from Toronto Argonauts?,1
"When the best finish was T69, how many people came in 2nd?",1
"When the money list rank was not available, what was the scoring average?",1
What is the number of season premieres that had 10.17 people watching?,1
"Where the mantra is ""oṃ yaṃ vāyuve namaḥ"", what is the direction of the guardian?",0
What was the number of games that had a score value of 813.5 in post-season play?,1
"what is the production code with title ""skirting the issue / moon over my yinnie""",0
How many states have an Indian population of 30947?,1
What is the Singles W-L for the player named Laurynas Grigelis?,1
When was it that 65 Australians were involved in the UN?,1
meadowlands sports complex is the circuit at which city/location?,0
who directed the movie written by is sib ventress / aydrea ten bosch,1
Who is the main presenter of Bulgaria?,1
Which college has the men's nickname of the blazers?,1
What is the score with partner Jim Pugh?,1
Who was Class AAA during the school year of 2000-01?,1
"How many seasons was the season finale on May 26, 2010?",1
what years are played for player  im chung-yang,0
"How many schools are in Bloomington, IN?",0
When did the player from Hawaii play for Toronto?,0
"what being the maximum year where regular season is 4th, northwest",0
How many countries (endonym) has the capital (endonym) of Jakarta?,1
"What score did Dixon give to the song ""samba / young hearts run free"", which was in second place?",0
For which nominations was the film 27 Stolen Kisses nominated?,1
What player is on the Montreal Alouettes CFl team?,0
"what's the maximum position with winnings $50,000",1
What is the Current singles ranking for the player named Mantas Bugailiškis?,0
What week corresponds to the last one to be played at the memorial stadium?,0
What is the number of wins for gp2 series for racing engineering?,0
What date was BBC One total viewing greater then 11616996.338225884?,0
What is the highest no. in season?,0
Vsevolod Shilovskiy is from what country?,0
What is the earliest pick mentioned in the table.,1
What is the number of season premiers that are ranked #21?,1
Who was the top pick in the draft?,1
how many times is the fleet series (quantity) is 468-473 (6)?,1
What was the score in 2005?,1
Name the sepal lengh when sepal width is 2.9 and petal width 1.3,0
Position in nhl team centre are all smaller pick than 243.0,0
What are the weapons used by guardians in the direction of East?,1
what is the current country of location with operational period of summer of 1941 to 28 june 1944,1
When did the episode written by Jim Morris air?,0
What is Australia's role in the UN operation Unama?,0
What is the enrollment for the institution that was founded in 1866 and is a private African Methodist type?,1
What was the team that series is Formula Renault 2.0 NEC?,1
Which school did the player who played 2004-05 attend?,1
"what's the maximum position with winnings  $50,000",0
What is the score of the match with opponents Gretchen Magers Kelly Jones?,0
What school did the player that has been in Toronto from 2012-present come from?,0
When did the 113 episode air?,0
When did the player from Hawaii play for Toronto?,1
"What is the title when original air date is may15,2008?",0
"Who are the writers for the episode ""Solo""?",1
"what's the camp with estimated deaths of 600,000",1
What is the duration of the song where the major instrument is the piano and the date is 2004-02-03?,0
What is the number of total goals maximum?,1
what is the operational period with camp sajmište,1
Which country is the player that went to Georgetown from?,0
what is the number of smallpox when typhoid fever is 293,0
What are the Slovenian names of the villages that had 65.9% of Slovenes in 1951?,1
What is the capital (endonym) where Douglas is the Capital (exonym)?,1
How many settings were there for episode 29 of the season?,1
Who was the actor's name that Vadim Ilyenko directed?,1
What maximum processor has a maximum memory of 256 GB?,1
What's the 2001 census of the region of Abruzzo where the 1871 census is bigger than 51092.0?,1
"What is the smallest pick for the player, brett lindros?",0
What was the highest time for the second place finishers?,1
How many primers annulus colors were there when the color of the bullet tip was white?,0
What was the cyclone's pressure in the storm that death was equal to 95km/h (60mph)?,0
What are the directions for the guardian whose planet is Jupiter?,1
What is the year of the season that was 12?,0
What was the average start of the top tens that had an average start of 29.4?,1
Who are the main presenters of La Granja?,1
What was the average finish of 19.1 in terms of poles?,1
When FA Cup Apps is 9 what is the smallest number of FA Cup Goals?,0
The record of 9-4 was against which opponent?,0
What is the number of podiums for season 2010 for campionato italiano superstars.,0
Which round did Tommy Kramer play in>,0
"Which representative was born on January 31, 1866?",1
How many titles got a viewership of 26.53 million?,0
"what's the occupied territory with estimated deaths of 600,000",0
How many 2010 estimations have been done in the city of Cremona?,0
What time was the highest for 2nd finishers?,0
How many people attended the game against the indianapolis colts?,0
What was the number of votes cast by Northern Ireland if the total was 35?,1
How many years were there with 348 attempts?,0
What is the name of the episode told by Kiki and directed by Will Dixon?,0
Who directed the episode with production code 7aff03?,1
Which Serbian actor was nominated for best actor in a supporting role?,1
"For games on December 20, how many points did the scoring leaders get?",0
What is year of construction of spitallamm?,0
What is the total number of votes if Scotland voted 35?,1
What is the minimum total goals?,1
what are the points with driver mark martin,1
Who was Class AAA during the same year that Class AAAAA was Brownsville Pace?,1
Which CFL teams drafted an OL in 2006?,1
 what's the player where 50 is 2 and n/o is 0,0
What was the score of the game when the team reached a record of 6-9?,0
what's the total number of positions with driver robby gordon,1
What is the number of starts that Hendrick Motorsports had?,1
Overall pick 240 was a pick in which round?,1
Overall pick 240 was a pick in which round?,0
Which college is associated with the Saskatchewan Roughriders?,1
NHL team player San Jose Sharks is United States nationally.,0
What are the slovenian names of the villages that had 65.9% of slovenes in 1951?,0
What is the date of vacancy when the date of appointment is 28 November 2007 and replaced by Alex McLeish?,1
What was the team for the 1911-12 season?,1
How many years did BBC One rank 20th?,0
What is the background colour for the Australian Capital Territory,1
"Who are the villains in the episode called ""The Tale of the Forever Game""?",1
What is the position for the player with the CFL team Winnipeg Blue Bombers?,1
What is the highest Indian population?,0
